currdate,vol.pct.all,vol.pct.ma.all,TOP.vol.pct,TOP.vol.pct.ma,OUT.vol.pct,OUT.vol.pct.ma
2/2/2010,0.480480998,0.443103821,0.788618838,0.730494819,0.411249999,0.397607364
2/3/2010,0.458594013,0.442794703,0.761694695,0.732495466,0.402740112,0.398189069
2/4/2010,0.424458082,0.440335808,0.719302046,0.729755515,0.377605375,0.39702142
2/5/2010,0.494672343,0.443293828,0.762656525,0.727818441,0.43023798,0.399753495
2/8/2010,0.441723036,0.446499366,0.760208603,0.735765481,0.380303127,0.400905492
2/9/2010,0.488103793,0.450115758,0.782978499,0.74087405,0.41937337,0.403512133
2/10/2010,0.45417711,0.449544845,0.716803779,0.733523881,0.402946538,0.402827012
2/11/2010,0.482372847,0.451149239,0.755848642,0.735237782,0.40960025,0.403657603
2/12/2010,0.40461702,0.44858286,0.672348824,0.73758055,0.36282384,0.399417689
2/16/2010,0.409731545,0.446968038,0.588745306,0.727459079,0.387300271,0.398578311
2/17/2010,0.459941663,0.447943338,0.717978539,0.724763642,0.411432087,0.399512821
2/18/2010,0.397730458,0.445830563,0.770001893,0.727247256,0.344111456,0.395984275
2/19/2010,0.409746893,0.443493673,0.70931904,0.728616263,0.370124932,0.394398285
2/22/2010,0.397599346,0.441780062,0.653888708,0.724438012,0.365667268,0.394069147
2/23/2010,0.459813761,0.442776399,0.74914201,0.722556134,0.435824605,0.396334592
2/24/2010,0.446477214,0.441364594,0.681721959,0.720491994,0.404344971,0.395385376
2/25/2010,0.451468134,0.441984181,0.844723047,0.727795378,0.382895876,0.39444575
2/26/2010,0.400601394,0.441687842,0.720366072,0.731549614,0.362797619,0.392917815
3/1/2010,0.430086364,0.439880363,0.588784341,0.723633683,0.403353778,0.391268054
3/2/2010,0.494773683,0.444358485,0.795655009,0.727039319,0.411908817,0.393832114
3/3/2010,0.479641022,0.444316486,0.728271914,0.724021972,0.413347031,0.393936965
3/4/2010,0.489608899,0.44586723,0.832678569,0.727571166,0.39887171,0.393743545
3/5/2010,0.430014593,0.446145056,0.704077596,0.726809944,0.391403605,0.394433457
3/8/2010,0.453135377,0.444068208,0.68355082,0.722854658,0.401302077,0.392986661
3/9/2010,0.507375536,0.447350833,0.679010508,0.718794754,0.458766156,0.396909813
3/10/2010,0.480071288,0.446949207,0.776866896,0.718489174,0.403873947,0.396134842
3/11/2010,0.468052635,0.447642984,0.688502174,0.717074093,0.436650141,0.397820022
3/12/2010,0.432669955,0.445157839,0.805981297,0.719580726,0.378812687,0.396280644
3/15/2010,0.429131241,0.44638355,0.835877843,0.727757177,0.394018403,0.397840372
3/16/2010,0.396912322,0.445742589,0.72398885,0.734519354,0.363452507,0.396647984
3/17/2010,0.471978731,0.446344442,0.764867821,0.736863818,0.418361103,0.396994434
3/18/2010,0.449928994,0.448954369,0.68872978,0.732800213,0.405693275,0.400073525
3/19/2010,0.445758696,0.450754959,0.73260081,0.733964301,0.372551258,0.400194842
3/22/2010,0.421201869,0.451935085,0.873300845,0.744934908,0.408660966,0.402344527
3/23/2010,0.445307426,0.451209769,0.699518741,0.742453745,0.408438337,0.400975213
3/24/2010,0.467862751,0.452279046,0.753576746,0.746046484,0.405998549,0.401057892
3/25/2010,0.445690917,0.451990185,0.664421336,0.737031398,0.413449403,0.402585568
3/26/2010,0.407411583,0.452330694,0.754928098,0.7387595,0.3856976,0.403730567
3/29/2010,0.373461153,0.449499434,0.5,0.734320283,0.372377101,0.402181734
3/30/2010,0.422239638,0.445872731,0.73673961,0.731374513,0.401395588,0.401656072
3/31/2010,0.436099717,0.443695666,0.628137913,0.726367813,0.412682619,0.401622852
4/1/2010,0.380867375,0.43825859,0.675337298,0.718500749,0.358770362,0.399617784
4/5/2010,0.389418091,0.436228765,0.779526738,0.722273206,0.35772594,0.397933901
4/6/2010,0.441948389,0.435669415,0.832437804,0.729717555,0.406446236,0.398191109
4/7/2010,0.431593459,0.431880311,0.665026491,0.729018355,0.395388595,0.395022231
4/8/2010,0.428222631,0.429287879,0.668748963,0.723612458,0.39478413,0.39456774
4/9/2010,0.402404304,0.426005462,0.879092754,0.733141987,0.370436523,0.391257059
4/12/2010,0.445294951,0.426636712,0.761091657,0.730897505,0.417221394,0.393177494
4/13/2010,0.437684373,0.427064368,0.683838237,0.723295525,0.394193285,0.393186238
4/14/2010,0.418333566,0.428135431,0.797144625,0.726953313,0.370653844,0.393546305
4/15/2010,0.427642792,0.425918634,0.674054285,0.722412637,0.374952623,0.391375881
4/16/2010,0.447864805,0.425815424,0.744740418,0.725213168,0.344795571,0.388330996
4/19/2010,0.446640916,0.425859535,0.728905062,0.725028381,0.36900045,0.388153456
4/20/2010,0.44795848,0.427197366,0.725813577,0.717654018,0.373822629,0.386411539
4/21/2010,0.45465554,0.427664772,0.685566516,0.716956406,0.413063881,0.386642816
