currdate,cusip.pct.all,cusip.pct.ma.all,cusip.pct.exmicro,cusip.pct.ma.exmicro,cusip.pct.round,cusip.pct.ma.round
2/2/2010,0.457055215,0.455293166,0.431490385,0.427429373,0.41468254,0.425790123
2/3/2010,0.45362776,0.453158152,0.418742586,0.425129322,0.426900585,0.424520021
2/4/2010,0.464,0.453376589,0.412868633,0.42351127,0.414414414,0.421215919
2/5/2010,0.45658466,0.452949243,0.373676248,0.420175618,0.376558603,0.418642334
2/8/2010,0.426553672,0.452658146,0.408333333,0.419097575,0.410367171,0.41802974
2/9/2010,0.468013468,0.454714171,0.462576687,0.42153891,0.466086957,0.420071952
2/10/2010,0.438880707,0.452642959,0.432116788,0.419834726,0.429515419,0.419401215
2/11/2010,0.448252228,0.451720103,0.449350649,0.419215988,0.466410749,0.419816725
2/12/2010,0.417829457,0.449017523,0.435857805,0.419901823,0.455958549,0.422633414
2/16/2010,0.4360587,0.448802785,0.395804196,0.41933232,0.348668281,0.420456736
2/17/2010,0.456349206,0.449859774,0.449163449,0.423115794,0.444664032,0.424397255
2/18/2010,0.431904161,0.450950669,0.4325,0.423790325,0.436399217,0.42510377
2/19/2010,0.399718508,0.448283533,0.377386197,0.420539216,0.418981481,0.42458107
2/22/2010,0.41929002,0.447895721,0.402144772,0.418717884,0.351293103,0.418583779
2/23/2010,0.431640625,0.447758592,0.38002594,0.418032088,0.355828221,0.417387848
2/24/2010,0.429824561,0.445729289,0.421895861,0.417012595,0.385809313,0.414951558
2/25/2010,0.402135231,0.441195332,0.372857143,0.414456999,0.373786408,0.41135291
2/26/2010,0.388971684,0.436852094,0.382022472,0.412613813,0.384615385,0.409689709
3/1/2010,0.40877915,0.434850374,0.369252874,0.410453114,0.393120393,0.407593151
3/2/2010,0.441920831,0.433869492,0.456662354,0.413236419,0.464566929,0.410931387
3/3/2010,0.44023514,0.433028489,0.397972117,0.411560505,0.394904459,0.409942483
3/4/2010,0.41750167,0.431222184,0.443181818,0.412782467,0.418556701,0.409525289
3/5/2010,0.419170243,0.428980696,0.427525622,0.413515316,0.442516269,0.410930382
3/8/2010,0.42877292,0.427590109,0.404316547,0.415047331,0.380952381,0.411150071
3/9/2010,0.452855246,0.428905188,0.463548831,0.417808106,0.468817204,0.414072572
3/10/2010,0.460327456,0.428520887,0.434834123,0.416420978,0.425724638,0.412054457
3/11/2010,0.426587302,0.427906217,0.413350449,0.415482661,0.397590361,0.410458204
3/12/2010,0.430682618,0.427027736,0.424076607,0.414218959,0.418032787,0.408039306
3/15/2010,0.393980848,0.425835306,0.361878453,0.410519991,0.372596154,0.403871186
3/16/2010,0.478703115,0.427967527,0.44125,0.412792281,0.39637827,0.406256685
3/17/2010,0.499347258,0.430117429,0.468489893,0.413758604,0.417177914,0.404882379
3/18/2010,0.430641822,0.430054312,0.404109589,0.412339083,0.357941834,0.40095951
3/19/2010,0.416201117,0.430878443,0.336463224,0.410292934,0.346820809,0.397351477
3/22/2010,0.398634812,0.429845682,0.381656805,0.409268536,0.385245902,0.399049117
3/23/2010,0.434527687,0.429990036,0.373015873,0.408918033,0.38512035,0.400513723
3/24/2010,0.417631918,0.429380403,0.389784946,0.407312487,0.395089286,0.400977722
3/25/2010,0.427016645,0.430624474,0.401008827,0.408720071,0.433884298,0.403982616
3/26/2010,0.402651779,0.431308479,0.404761905,0.409857043,0.405405405,0.405022117
3/29/2010,0.407168459,0.431227944,0.347701149,0.408779457,0.370813397,0.403906767
3/30/2010,0.4296875,0.430616278,0.402925532,0.406092616,0.424242424,0.401890542
3/31/2010,0.450407609,0.431124901,0.406290957,0.406508558,0.389247312,0.401607685
4/1/2010,0.413593637,0.4309295,0.354792561,0.402089095,0.36453202,0.398906451
4/5/2010,0.415120275,0.430727001,0.381679389,0.399796783,0.344444444,0.39400286
4/6/2010,0.417256922,0.430151201,0.387516255,0.398956768,0.429545455,0.396432513
4/7/2010,0.451635351,0.430090207,0.416107383,0.396584696,0.436194896,0.394801398
4/8/2010,0.449422946,0.429544981,0.387483356,0.394217158,0.410022779,0.394016305
4/9/2010,0.411290323,0.428780132,0.425219941,0.394810632,0.414253898,0.394849482
4/12/2010,0.408177408,0.427654872,0.355618777,0.391387741,0.356818182,0.391788751
4/13/2010,0.436781609,0.42979491,0.400837989,0.393335717,0.414351852,0.393876536
4/14/2010,0.42384106,0.427051807,0.436619718,0.393104203,0.443378119,0.396226529
4/15/2010,0.442895086,0.424229198,0.400260756,0.389692747,0.423694779,0.396552372
4/16/2010,0.407620417,0.423078128,0.384732824,0.388723908,0.386010363,0.397955798
