currdate,cusip.pct.all,cusip.pct.ma.all
5/10/2010,0.407277817,0.42505886
5/11/2010,0.435842294,0.425011894
5/12/2010,0.455842391,0.426611961
5/13/2010,0.432174506,0.426075932
5/14/2010,0.379163108,0.424653066
5/17/2010,0.42270351,0.424136611
5/18/2010,0.423606083,0.423912121
5/19/2010,0.427941176,0.423662045
5/20/2010,0.451515152,0.425008752
5/21/2010,0.435395458,0.426537825
5/24/2010,0.444688645,0.427295292
5/25/2010,0.487872488,0.429024901
5/26/2010,0.477224947,0.431589852
5/27/2010,0.543109301,0.437321855
6/1/2010,0.383306321,0.435880878
6/2/2010,0.433204633,0.437195552
6/3/2010,0.449814126,0.440092137
6/4/2010,0.349192863,0.434434986
6/7/2010,0.429249012,0.433567716
6/8/2010,0.463561232,0.436634253
6/9/2010,0.422775801,0.437409152
6/10/2010,0.395565093,0.435395292
6/11/2010,0.369885434,0.431097444
6/14/2010,0.44137931,0.431557685
6/15/2010,0.433823529,0.434290706
6/16/2010,0.487989019,0.437554981
6/17/2010,0.451345756,0.438941965
6/18/2010,0.332278481,0.43415883
6/21/2010,0.414134276,0.432289786
6/22/2010,0.406371912,0.430838609
6/23/2010,0.455339154,0.431371134
6/24/2010,0.398340249,0.426894522
6/25/2010,0.372580645,0.421662307
6/28/2010,0.407575758,0.41488563
6/29/2010,0.391660462,0.415303337
6/30/2010,0.381684982,0.412727355
7/1/2010,0.371030209,0.408788159
7/2/2010,0.306940371,0.406675534
7/6/2010,0.404903418,0.405458254
7/7/2010,0.422114047,0.403385895
7/8/2010,0.379157428,0.401204977
7/9/2010,0.349639134,0.398908679
7/12/2010,0.366375892,0.398733202
7/13/2010,0.417613636,0.397544918
7/14/2010,0.437313433,0.397719413
7/15/2010,0.425287356,0.39458433
7/16/2010,0.361498258,0.390091955
7/19/2010,0.379562044,0.392456133
7/20/2010,0.419090231,0.392703931
7/21/2010,0.414885777,0.393129624
7/22/2010,0.398601399,0.390292736
7/23/2010,0.367716535,0.388761551
7/26/2010,0.408813559,0.390573196
7/27/2010,0.453820598,0.392885438
7/28/2010,0.416424419,0.394123636
7/29/2010,0.403717472,0.395225261
7/30/2010,0.481694185,0.40075846
8/2/2010,0.410274964,0.405925189
8/3/2010,0.467957276,0.409077882
8/4/2010,0.469344609,0.41143941
8/5/2010,0.44707624,0.414835351
8/6/2010,0.424914676,0.418599128
8/9/2010,0.414652568,0.421012962
8/10/2010,0.429292929,0.421596926
8/11/2010,0.425884123,0.421025461
8/12/2010,0.433817904,0.421451988
8/13/2010,0.385197645,0.422636958
8/16/2010,0.39871612,0.423594661
8/17/2010,0.435172414,0.424398771
8/18/2010,0.431093007,0.425209132
8/19/2010,0.413868613,0.425972493
8/20/2010,0.369415808,0.426057456
8/23/2010,0.383831027,0.42480833
8/24/2010,0.42966043,0.423600321
8/25/2010,0.41612671,0.423585436
8/26/2010,0.41402214,0.424100669
8/27/2010,0.356536503,0.417842785
8/30/2010,0.399706098,0.417314342
8/31/2010,0.436893204,0.415761138
9/1/2010,0.421091445,0.41334848
9/2/2010,0.41322314,0.411655825
9/3/2010,0.331971399,0.407008661
9/7/2010,0.432108027,0.407881434
9/8/2010,0.43013899,0.407923737
9/9/2010,0.420396185,0.40764934
9/10/2010,0.421203438,0.407018617
9/13/2010,0.401330377,0.407825254
9/14/2010,0.477632485,0.411771072
9/15/2010,0.474982865,0.413761595
9/16/2010,0.42116328,0.413265108
9/17/2010,0.435137139,0.414328534
