currdate,cusip.pct.all,cusip.pct.ma.all,Short.cusip.pct,Short.cusip.pct.ma,YR5.cusip.pct,YR5.cusip.pct.ma,YR10.cusip.pct,YR10.cusip.pct.ma,Long.cusip.pct,Long.cusip.pct.ma
6/16/2009,0.47532656,0.442238223,0.486666667,0.429650271,0.484230056,0.463849027,0.527659574,0.470642204,0.333333333,0.333315278
6/17/2009,0.469308469,0.443037477,0.404958678,0.424222529,0.496078431,0.465669834,0.494600432,0.473196493,0.378238342,0.33167164
6/18/2009,0.427066451,0.442201233,0.392307692,0.42430149,0.456842105,0.464577831,0.480093677,0.473587214,0.267326733,0.328612856
6/19/2009,0.401685393,0.440183783,0.342592593,0.419826182,0.445190157,0.464775682,0.421364985,0.470020808,0.289772727,0.327282283
6/22/2009,0.419983065,0.445374553,0.403508772,0.421898172,0.431451613,0.471499778,0.473282443,0.476957657,0.280898876,0.327292139
6/23/2009,0.451025057,0.445918763,0.449152542,0.42171429,0.483271375,0.47238901,0.460721868,0.476730593,0.336842105,0.328523385
6/24/2009,0.434542587,0.444912131,0.440677966,0.419505764,0.475095785,0.472321336,0.460465116,0.477081784,0.267676768,0.32348617
6/25/2009,0.450479233,0.444097994,0.451327434,0.418215926,0.491395793,0.473064411,0.452115813,0.474993697,0.317365269,0.321037602
6/26/2009,0.390243902,0.440141528,0.364485981,0.412706048,0.45785877,0.471692643,0.349570201,0.467773412,0.315789474,0.318689821
6/29/2009,0.393537697,0.436385469,0.401639344,0.4099989,0.43699187,0.469272164,0.386634845,0.461036778,0.281609195,0.316980807
6/30/2009,0.442700157,0.435783634,0.459459459,0.410603451,0.487712665,0.469614081,0.447488584,0.459122589,0.301020408,0.315437
7/1/2009,0.410089504,0.434343864,0.410714286,0.4109264,0.436399217,0.468148844,0.448529412,0.458567693,0.262626263,0.311147499
7/2/2009,0.320913462,0.426605949,0.322222222,0.40374984,0.354466859,0.460360082,0.328185328,0.450339279,0.220588235,0.304404398
7/6/2009,0.388429752,0.425767696,0.338709677,0.400685324,0.423611111,0.461228138,0.411140584,0.449212634,0.275641026,0.301051618
7/7/2009,0.448885473,0.426373793,0.50877193,0.40487392,0.475587703,0.460876644,0.468468468,0.450048338,0.289473684,0.300381072
7/8/2009,0.428223844,0.424361231,0.369369369,0.401556674,0.483739837,0.460986307,0.453539823,0.44772533,0.247191011,0.293362632
7/9/2009,0.440956652,0.423793564,0.432624113,0.400595287,0.472468917,0.459259051,0.443946188,0.446014115,0.345744681,0.296773214
7/10/2009,0.429071804,0.42174535,0.438016529,0.404522258,0.463157895,0.456386983,0.425257732,0.441894069,0.329113924,0.295386587
7/13/2009,0.4562249,0.425114429,0.496,0.411525647,0.474708171,0.458247392,0.460829493,0.444022083,0.360465116,0.301702525
7/14/2009,0.437966102,0.425833003,0.359477124,0.413634119,0.475382003,0.460282017,0.438794727,0.441634465,0.386138614,0.304342789
7/15/2009,0.464646465,0.425298998,0.473333333,0.412967452,0.461130742,0.459127051,0.493362832,0.439919628,0.408256881,0.308088967
7/16/2009,0.50802139,0.427234644,0.535211268,0.419480082,0.55,0.46182313,0.526190476,0.44149913,0.36123348,0.307238724
7/17/2009,0.481510622,0.429956853,0.557971014,0.427763248,0.51503006,0.464732527,0.464852608,0.440737076,0.378238342,0.312784304
7/20/2009,0.471612415,0.433453204,0.426666667,0.431966952,0.516504854,0.468298262,0.487912088,0.444064431,0.353233831,0.315957359
7/21/2009,0.4972106,0.437314581,0.467105263,0.435146776,0.521276596,0.472789511,0.531568228,0.446978721,0.383259912,0.321075411
7/22/2009,0.481532148,0.438839935,0.493975904,0.437387944,0.516245487,0.474438217,0.509164969,0.449400876,0.342629482,0.32136478
7/23/2009,0.497652582,0.441995435,0.4625,0.438479046,0.533562823,0.477361569,0.482758621,0.450515551,0.464912281,0.331226555
